treecut2sat k25 25 300 24 25 0 0 False 1865.33564091 0.0526070594788 25 1 376.32212615 1483.31231737 2.97009301186 5.71843004227 7.90838098526 10.0014231205 11.5595631599 13.4670538902 15.8232681751 16.4993340969 22.9078788757 24.4039030075 56.8587260246 62.9709079266 55.9316108227 70.8616800308 77.2153759003 70.0624098778 97.5052540302 98.4368548393 122.399845839 123.376224995 131.367959023 177.228191853 196.953301907 10.8846459389 25
treecut2sat k26 26 325 25 26 0 0 False 2350.5190711 0.0621881484985 26 1 452.320905685 1891.62851048 3.49047780037 6.5185110569 7.883507967 10.090141058 12.5890471935 14.823786974 17.423222065 19.8827421665 38.9785997868 30.1077280045 43.7011601925 58.5866270065 69.2711770535 63.2927861214 83.0714409351 108.287801981 131.83541584 124.279965162 127.391268015 122.068681002 148.641970158 160.899061918 240.254384041 234.680006027 13.5790009499 26
treecut2sat k27 27 351 26 27 0 0 False 3111.12647891 0.0659458637238 27 1 556.594312191 2545.97033072 3.56609296799 7.5689740181 9.61532497406 11.8747069836 15.0375459194 16.8980219364 20.0005190372 32.050714016 41.5252809525 56.9131598473 69.476528883 79.6048779488 68.0714879036 93.3709850311 88.8799819946 119.250812054 158.741306067 182.281793118 116.442723989 172.39336586 218.712773085 194.224617004 208.696660995 231.391201019 314.460430145 14.9204449654 27
treecut2sat k28 28 378 27 28 0 0 False 3735.15141511 0.075690984726 28 1 697.432335854 3028.2075851 4.55137515068 8.19914603233 11.8793289661 14.6055588722 16.3446068764 13.6772329807 21.8559370041 33.9672110081 52.4980039597 45.5601539612 56.3056998253 67.8794369698 66.6447608471 88.9342620373 115.294104099 137.170719147 148.334013939 148.179754972 145.354383945 178.968668938 230.998367071 192.551349878 265.145292997 274.240001917 287.422935009 378.96030879 22.684969902 28
treecut2sat k29 29 406 28 29 0 0 False 5448.94769716 0.084734916687 29 1 909.484118223 4528.44098115 5.26126217842 9.78614091873 13.4727900028 18.0233058929 8.24308800697 17.6405010223 25.2709980011 34.690746069 57.0451390743 49.4284141064 94.1011369228 101.14645505 117.90319705 131.469352961 111.265155077 129.456657887 173.841398001 202.40180707 238.603869915 236.76761198 302.303654909 413.042913914 346.59104991 336.129867077 408.414176941 430.164762974 475.851204157 40.1243240833 29
treecut2sat k30 30 435 29 30 0 0 False 6326.20548582 0.094733953476 30 1 1014.73762488 5297.88074207 6.61896395683 11.716987133 14.8731720448 6.58759403229 8.1470208168 15.7747991085 29.8876590729 51.4439659119 65.7571501732 74.8026378155 90.7183890343 88.1430950165 115.259031057 175.166851997 128.595642805 183.206888199 169.663427114 209.238580942 230.512757063 310.022526979 263.350326061 361.11233592 420.865521908 334.823439121 469.356803894 411.041337967 451.255167961 550.197382927 49.7412860394 30
treecut2sat k31 31 465 30 -1 35 0 True 8131.08214402 0.10009598732 31 1 1654.9819057 6475.8344202 8.29426407814 13.2616100311 16.8004701138 6.02491402626 8.52028489113 14.3888771534 28.2679009438 62.2497630119 91.7742059231 102.248947859 123.316742182 162.032696009 122.433431149 202.329782963 135.530616999 168.815872908 211.73622489 213.198575974 319.147136927 355.889532089 288.279183865 409.66150713 454.490693092 462.308063984 664.839526176 547.010177135 621.586508989 565.848639011 13.4499700069 12.9803318977 12.6428868771 14.6824851036 15.2510449886 12.4377579689 14.1037938595 31
treecut2sat k32 32 496 31 -1 35 0 True 6785.52525592 0.117144107819 32 1 1939.43005085 4845.82491565 8.36266183853 15.6149160862 7.12383794785 15.9781761169 16.4827320576 29.1230919361 56.8452579975 58.6294410229 81.7655498981 89.5562870502 107.528919935 114.456029177 166.376200914 207.056762934 244.674103022 216.878170013 237.768198967 353.185976982 364.297284126 330.233427048 420.462975025 434.842886925 498.897427082 550.065103054 11.9845659733 11.9553961754 13.4329428673 15.492041111 20.2931060791 21.1445121765 23.2955079079 19.2786631584 25.7038810253 19.1293230057 19.0605530739 18.8490059376 32
treecut2sat k33 33 528 32 -1 37 0 True 5914.86590409 0.118768930435 33 1 2230.96968126 3683.64787197 9.60135197639 5.41151404381 6.2781059742 15.4172720909 26.8842430115 21.2564811707 56.7788670063 52.0401120186 92.7853400707 109.144601107 136.817854881 165.439296007 197.5102911 213.922775984 250.007413864 246.93581605 297.303067923 313.866230965 366.477468014 347.773731947 541.380789042 13.0041019917 12.2543621063 12.8623590469 12.8000080585 13.4027178288 15.4107589722 16.1333928108 17.2375280857 13.3245069981 13.3866429329 13.0746459961 12.1718010902 11.1062910557 11.2926869392 11.4786779881 11.6747658253 33
treecut2sat k34 34 561 33 -1 38 0 True 5687.62091303 0.169918060303 34 1 2742.48930287 2944.78219986 10.157779932 7.32627820969 7.91301321983 18.3616359234 11.6150131226 26.3709509373 63.2955448627 93.9393689632 115.161972046 150.013410091 148.32160306 152.666921139 209.353789091 265.53688693 256.044480085 386.124265909 387.812773943 326.651977062 12.8039069176 14.08604002 18.4963510036 14.853662014 20.7249569893 21.5620679855 20.3279688358 19.8066499233 11.5301008224 12.9955248833 12.8320870399 14.8331120014 17.3805918694 17.8983979225 11.8218121529 11.1144390106 16.784539938 13.8194999695 12.5545949936 11.888231039 34
treecut2sat k35 35 595 34 -1 39 0 True 8947.35348105 0.230046033859 35 1 5798.40852857 3148.49622917 4.97014713287 11.9242069721 13.311136961 13.9701218605 14.7797820568 52.2706301212 118.779442072 161.189065933 124.388950825 139.352492094 221.559366941 215.646409035 432.999600172 512.339993 389.088172913 446.658181906 14.6724200249 14.8174521923 15.0343558788 16.8059689999 15.7398118973 16.2049689293 10.253921032 10.973085165 12.1207261086 9.68390202522 9.53961992264 10.0786528587 9.4825630188 9.52584886551 9.43162107468 11.988284111 8.9682199955 9.54520916939 10.6323800087 9.52053809166 15.398624897 14.5053579807 10.3449969292 35
treecut2sat k36 36 630 35 -1 40 0 True 5822.88620496 0.202256202698 36 1 3799.0243454 2023.46104026 4.90711712837 10.0178079605 12.3166499138 23.5660390854 15.6637709141 61.8880910873 76.3648400307 106.966516972 101.607289076 171.386358976 287.884392977 217.372237921 289.797599077 230.343402147 12.96895504 14.4358239174 14.3219480515 15.2122220993 15.3903160095 16.130147934 14.4138820171 12.0689930916 14.1887471676 12.8031711578 11.5631570816 11.7049460411 12.7974720001 12.3651070595 22.4556188583 21.8070571423 22.3442878723 23.1043491364 11.7908360958 17.5770299435 10.7676250935 18.2120380402 19.845156908 17.9405221939 17.770168066 19.3993489742 36
treecut2sat k37 37 666 36 -1 41 0 True 6452.71468401 0.20263504982 37 1 4526.60323048 1925.49904132 5.5627450943 11.226140976 14.4605281353 24.9966158867 32.8465688229 42.052628994 85.9585080147 101.423320055 173.311075926 239.090523005 295.877096891 230.764326096 293.751858234 13.0923278332 13.7172350883 14.1505510807 15.6597969532 11.9940559864 15.8040270805 12.0783691406 12.2575790882 13.0053699017 10.5722649097 11.1174528599 11.9028232098 10.7540659904 11.509554863 13.799904108 11.5344519615 10.4796149731 12.2423739433 10.9575541019 11.3549849987 11.2798700333 11.7206540108 12.2407610416 17.0344281197 19.1199471951 17.2507638931 24.996530056 12.5497927666 37
treecut2sat k38 38 703 37
treecut2sat k39 39 741 38
treecut2sat k40 40 780 39
treecut2sat k41 41 820 40
treecut2sat k42 42 861 41
treecut2sat k43 43 903 42
treecut2sat k44 44 946 43
treecut2sat k45 45 990 44
treecut2sat k46 46 1035 45
treecut2sat k47 47 1081 46
treecut2sat k48 48 1128 47
treecut2sat k49 49 1176 48
treecut2sat k4 4 6 3 4 0 0 False 0.0926008224487 0.000877141952515 4 1 0.0133707523346 0.0655953884125 0.00589513778687 0.0440602302551 0.0156400203705 4
treecut2sat k50 50 1225 49
treecut2sat k51 51 1275 50
treecut2sat k52 52 1326 51
treecut2sat k53 53 1378 52
treecut2sat k54 54 1431 53
treecut2sat k55 55 1485 54
treecut2sat k56 56 1540 55
treecut2sat k57 57 1596 56
treecut2sat k58 58 1653 57
treecut2sat k59 59 1711 58
treecut2sat k5 5 10 4 5 0 0 False 0.199325084686 0.00100302696228 5 1 0.0339450836182 0.147013902664 0.0110669136047 0.038694858551 0.0531380176544 0.044114112854 5
treecut2sat k60 60 1770 59
treecut2sat k61 61 1830 60
treecut2sat k62 62 1891 61
treecut2sat k63 63 1953 62
treecut2sat k64 64 2016 63
treecut2sat k65 65 2080 64
treecut2sat k66 66 2145 65
treecut2sat k67 67 2211 66
treecut2sat k68 68 2278 67
treecut2sat k69 69 2346 68
treecut2sat k6 6 15 5 6 0 0 False 0.246402025223 0.00144600868225 6 1 0.08070063591 0.144689083099 0.0115859508514 0.0423600673676 0.0255889892578 0.0286290645599 0.0365250110626 6
treecut2sat k70 70 2415 69
treecut2sat k71 71 2485 70
treecut2sat k72 72 2556 71
treecut2sat k73 73 2628 72
treecut2sat k74 74 2701 73
treecut2sat k75 75 2775 74
treecut2sat k76 76 2850 75
treecut2sat k77 77 2926 76
treecut2sat k78 78 3003 77
treecut2sat k79 79 3081 78
treecut2sat k7 7 21 6 7 0 0 False 0.478259086609 0.00189995765686 7 1 0.194478034973 0.267482280731 0.015016078949 0.0473051071167 0.0409290790558 0.0703039169312 0.0456459522247 0.0482821464539 7
treecut2sat k80 80 3160 79
treecut2sat k81 81 3240 80
treecut2sat k82 82 3321 81
treecut2sat k83 83 3403 82
treecut2sat k84 84 3486 83
treecut2sat k85 85 3570 84
treecut2sat k86 86 3655 85
treecut2sat k87 87 3741 86
treecut2sat k88 88 3828 87
treecut2sat k89 89 3916 88
treecut2sat k8 8 28 7 8 0 0 False 1.07695508003 0.00267291069031 8 1 0.45906829834 0.582410097122 0.0316648483276 0.0739159584045 0.0833530426025 0.0851721763611 0.105479955673 0.102792978287 0.100031137466 8
treecut2sat k90 90 4005 89
treecut2sat k91 91 4095 90
treecut2sat k92 92 4186 91
treecut2sat k93 93 4278 92
treecut2sat k94 94 4371 93
treecut2sat k95 95 4465 94
treecut2sat k96 96 4560 95
treecut2sat k97 97 4656 96
treecut2sat k98 98 4753 97
treecut2sat k99 99 4851 98
treecut2sat k9 9 36 8 9 0 0 False 2.01061320305 0.00347113609314 9 1 0.91562795639 1.03284502029 0.0336539745331 0.079892873764 0.120193004608 0.13384103775 0.142943143845 0.158478021622 0.190957069397 0.172885894775 9
