treedepthp grid17 289 544 289
treedepthp grid18 324 612 324
treedepthp grid19 361 684 361
treedepthp grid20 400 760 400
treedepthp grid21 441 840 441
treedepthp grid22 484 924 484
treedepthp grid23 529 1012 529
treedepthp grid24 576 1104 576
treedepthp grid25 625 1200 625
treedepthp grid26 676 1300 676
treedepthp grid27 729 1404 729
treedepthp grid28 784 1512 784
treedepthp grid29 841 1624 841
treedepthp grid30 900 1740 900
treedepthp grid31 961 1860 961
treedepthp grid32 1024 1984 1024
treedepthp grid33 1089 2112 1089
treedepthp grid34 1156 2244 1156
treedepthp grid35 1225 2380 1225
treedepthp grid36 1296 2520 1296
treedepthp grid37 1369 2664 1369
treedepthp grid38 1444 2812 1444
treedepthp grid39 1521 2964 1521
treedepthp grid3 9 12 9 6 0 0 False 0.175675868988 0.000425100326538 0.0184850692749 0.152902603149 0.00451302528381 0.044196844101 0.0328691005707 0.0211188793182 0.0250818729401 0.0251228809357
treedepthp grid40 1600 3120 1600
treedepthp grid41 1681 3280 1681
treedepthp grid42 1764 3444 1764
treedepthp grid43 1849 3612 1849
treedepthp grid44 1936 3784 1936
treedepthp grid45 2025 3960 2025
treedepthp grid46 2116 4140 2116
treedepthp grid47 2209 4324 2209
treedepthp grid48 2304 4512 2304
treedepthp grid49 2401 4704 2401
treedepthp grid4 16 24 16 8 0 0 False 0.459109067917 0.000458955764771 0.169258117676 0.283479690552 0.00706887245178 0.04576420784 0.0375819206238 0.022932767868 0.0300848484039 0.0232000350952 0.0810880661011 0.035758972168
treedepthp grid5 25 40 25 10 0 0 False 14.4373090267 0.000759840011597 0.831388711929 13.5962533951 0.00543594360352 0.0202069282532 0.0179181098938 0.0406970977783 0.0395011901855 0.05326795578 0.187295913696 1.28610515594 11.1648840904 0.780941009521
treedepthp grid6 36 60 36 12 0 0 False 6113.83638883 0.00090503692627 3.32625699043 6110.49338531 0.00850296020508 0.0309910774231 0.0460360050201 0.0916669368744 0.0895628929138 0.144908189774 0.244440078735 1.65128612518 16.1006510258 287.868443966 5761.66264796 42.5542480946
treedepthp medial2x2 4 8 4 4 0 0 False 0.0835328102112 0.000322103500366 0.0018949508667 0.0782899856567 0.00442910194397 0.0253438949585 0.0252330303192 0.0232839584351
treedepthp medial3x3 24 48 24 10 0 0 False 13.8475399017 0.000838041305542 0.72566986084 13.1127195358 0.00637292861938 0.0163750648499 0.0323479175568 0.034744977951 0.0348508358002 0.0645070075989 0.119012832642 0.765986919403 7.56690788269 4.47161316872
treedepthp medial4x4 12 24 12 8 0 0 False 0.303081035614 0.000495195388794 0.076201915741 0.221409082413 0.00477886199951 0.0238220691681 0.0119431018829 0.014121055603 0.0546679496765 0.018383026123 0.0671350955963 0.0265579223633
